Words,Count
nibhā.īñ,3
lauTo,3
nigaltī,3
'dildār',3
dham,3
tamlīk,3
da.av,3
vāriyāñ,3
chukā.ī,3
chukūñ,3
pāl,3
'dev',3
makhoTe,3
chaTyal,3
julā,3
sidhārā,3
shaab,3
bhāgoge,3
tā.iro,3
mīqāt,3
uThaa,3
kishmish,3
tārājī,3
dharmī,3
"kiyā,",3
chhuTTiyoñ,3
laq,3
bikegī,3
jhāḌte,3
navāñ,3
baḳhshtā,3
leak,3
navāse,3
jhuggiyāñ,3
guhār,3
luāb,3
vāldain,3
sunāveñ,3
bindiyā,3
zauqī,3
Thahrā.ūñ,3
shohre,3
ginā.e,3
ā.īñ,3
avāriz,3
vahsaht,3
'shabīn',3
laḌā.īñ,3
ragaḌtā,3
baitus,3
'ehrām',3
dargah,3
gardiyāñ,3
chuskī,3
ulū,3
gazī,3
dahn,3
kaTā.e,3
galoñ,3
izāfat,3
saTkā,3
qālī,3
bharnī,3
bisār,3
rahnī,3
qatrāt,3
saT,3
ḳhūboñ,3
jazm,3
dahkāyā,3
teraa,3
infi.ālī,3
ehtimālī,3
qābiliyyat,3
miTo,3
'navnīt',3
burūj,3
"hāth,",3
utārīñ,3
sustāyā,3
tilismātī,3
sahūñgā,3
laḌūñgā,3
allah,3
hāliyāñ,3
rahdārī,3
yāft,3
TaToltī,3
laTkāyā,3
asbāq,3
masḳharī,3
seġha,3
mashīhāo,3
janib,3
'satya',3
'ḳhuddār',3
bahā.enge,3
'ḳhuddar',3
bādī,3
nauroz,3
sarrāf,3
mafhum,3
sājid',3
bayāzī,3
bānāt,3
hañgāmā,3
bañk,3
koshāñ,3
bāḳhta,3
viir,3
pakāyā,3
alamiye,3
darvāzo,3
naapo,3
chabāte,3
bindrāban,3
paTaḳhtā,3
muarra,3
alāpā,3
ghabrā.ūñ,3
kārīgar,3
muzākarāt,3
sarbarāhī,3
māsūmī,3
asarāt,3
uruus,3
paalo,3
'ainī',3
pasliyoñ,3
locker,3
machāegī,3
rulā.enge,3
thakeñ,3
ubhrūñ,3
jujūn,3
lahrā.īñ,3
nimaTne,3
Dhahā,3
sānehoñ,3
jhaTaknā,3
darindagī,3
taḌak,3
nadīm!,3
qishoñ,3
lahkī,3
buno,3
parvāngī,3
dhamākā,3
charkoñ,3
dhokoñ,3
kiyārī,3
Talegī,3
jamānī,3
āveze,3
'qayyūm',3
bōk,3
lobh,3
vandī,3
hulūl,3
durusht,3
pahniye,3
'ulfat',3
'urfī',3
dukhiyā,3
murī,3
qamīsoñ,3
jam.iyat,3
banjārā,3
Thumak,3
teġheñ,3
munnā,3
gashtoñ,3
kesar,3
ghuTtī,3
jur.e,3
sikhlāyā,3
chauñkātī,3
mohamād,3
gāne,3
fahīm,3
jehat,3
harb,3
balvā.ī,3
māñgegī,3
navāzeñge,3
chhiḌkegī,3
rījhe,3
dīvāro,3
'shafaq'!,3
ankur,3
ālim,3
bazmī,3
pakte,3
dīdoñ,3
Takrā.egī,3
sharmā.egī,3
nazriya,3
click,3
kamzoriyoñ,3
itā,3
bigḌeñge,3
ḳhaufzada,3
rāhā,3
bhañveñ,3
bakre,3
vāhiyāt,3
'mannān',3
bipat,3
turfat,3
mohammadī,3
qasā.ed,3
maash,3
anjumanī,3
pūchhūñgī,3
paḌūñgī,3
nukīlī,3
maftūha,3
dikheñ,3
savāboñ,3
jabran,3
ghaTāyā,3
jīvanoñ,3
Datā,3
uktāne,3
byāhī,3
mashrabī,3
bāhama,3
jūn.un,3
sirhānā,3
kañkaroñ,3
ā.uñgā,3
galnā,3
risnā,3
jhelegā,3
guuñ,3
gachh,3
saaje,3
mujtahid,3
madārij,3
ghūrā,3
rukiye,3
paasā,3
baiThiyo,3
Thahrā.iye,3
so.ūñgā,3
samajhnī,3
ehtisābī,3
kaisoñ,3
ta.a.īnāt,3
duvār,3
hasīr,3
munje,3
karm,3
chhalkātā,3
tashtarī,3
kabāḌī,3
nachant,3
khiñchīñ,3
abbū,3
bulbulāñ,3
sārbānoñ,3
irādatan,3
jiibh,3
ruumā,3
zado,3
pādshāh,3
qulī,3
tāliyoñ,3
rolne,3
māñjhā,3
paTThe,3
bahleñge,3
matavālo,3
mantaqe,3
roñgTā,3
māshūqāna,3
ranjīdagī,3
sājid,3
dārain,3
ḳhidmateñ,3
phabtiyāñ,3
farāvān,3
jīt,3
chukātā,3
nāl,3
jauf,3
sandes,3
uchh,3
ghuuT,3
azīmābād,3
dubak,3
asīrīyoñ,3
zaḳham,3
sozān,3
vasīl,3
misāliya,3
paglā,3
dekhyā,3
golā,3
nainavā,3
gudgudāte,3
humaknā,3
saam,3
munsifo,3
pāñchveñ,3
pāltū,3
"sadā,",3
memāroñ,3
āshūr,3
ārā.i,3
kohistāñ,3
msatānā,3
murakkab,3
khaltā,3
uchhlī,3
millateñ,3
mehrābeñ,3
jagmagā.eñge,3
lahrā.ūñ,3
ḳhvābiyoñ,3
giryān,3
shiryān,3
'naqīb',3
sālis,3
laTkā.ī,3
sharāp,3
pichhvāḌe,3
ġhalīz,3
paiġhāmbarī,3
buzdilā,3
ashra,3
vibhīshan,3
mamnuā,3
tabaddul,3
turābī,3
tarāsho,3
shamba,3
sulgāyā,3
Dish,3
hāroge,3
pakḌeñ,3
tāpte,3
taultī,3
apsarāoñ,3
za.afrāñ,3
khaTTā,3
kālbud,3
etī,3
mo.ajizoñ,3
kañvārā,3
shaa.e,3
halaq,3
furūa,3
talāq,3
vaqfoñ,3
sajā.ūñgī,3
poñchhā,3
karām,3
'bajāj',3
shii.a,3
jhijaktī,3
ashko,3
tum!,3
qil.e,3
buude,3
jheltī,3
istitā.at,3
lāDlī,3
tarāshoge,3
numāoñ,3
dargāhoñ,3
faqīhoñ,3
tārīḳhoñ,3
pāliye,3
vallail,3
nigoḌā,3
āñḳheñ,3
ālamī,3
nargas,3
chīrtā,3
niyastān,3
chakkheñ,3
dildāriyāñ,3
ġhaffār,3
lachchhan,3
ḳhāloñ,3
laTaktā,3
chukā.ūñgā,3
bulvāte,3
farāmoshoñ,3
chitr,3
thūkte,3
saugandh,3
ġhammaz,3
bāriyoñ,3
alarraġhm,3
zahrā,3
shahanshahī,3
bahīñ,3
bagoshoñ,3
uThāvegā,3
malka,3
piiTo,3
azv,3
sheve,3
''talab'',3
guude,3
gaḌte,3
āġhoshiyāñ,3
'imdād',3
dabte,3
ādmiyyat,3
ritl,3
"pahchān,",3
yūsufī,3
ahle,3
tabī.ī,3
Dubā.e,3
āñkhiyoñ,3
banā.egā,3
phirā.egī,3
Dhālnā,3
varsa,3
ma.ārif,3
sochegī,3
ma.adin,3
tausī,3
turfagī,3
uftādgān,3
kholnī,3
zarīye,3
hanjār,3
pilā.ūñ,3
palTan,3
digarāñ,3
barhami,3
kanThā,3
ravāyatan,3
bhaao,3
ḳhazrā,3
andalībo,3
barsānā,3
khullā,3
bāj,3
zamistān,3
nibhegā,3
bevaqūfoñ,3
iḳhtilāfī,3
pūjeñge,3
shitābiyāñ,3
cūktā,3
lipTo,3
dublā,3
chukegā,3
nazrī,3
Dhā.egā,3
paslī,3
mañgvā,3
member,3
gungunā.eñ,3
poñchhnā,3
ehtishām,3
'fahmī',3
'injīl',3
chhalkāne,3
fatvoñ,3
lām,3
paimā.iyāñ,3
'indar',3
tamāñcha,3
sādā,3
momiyā,3
naa.e,3
tāqcha,3
kachehrī,3
angez,3
maskā,3
kulhāḌī,3
jhīl,3
assalā,3
kaae,3
munqat'a,3
mushtāqāñ,3
gardānā,3
rōm,3
misvāk,3
galla,3
bedāroñ,3
vazan,3
mulāzmat,3
diyo,3
'qadīr',3
jakaḌne,3
muje,3
mēting,3
marīzān,3
bisārī,3
jhuTlānā,3
juft,3
gunāhāñ,3
nausha,3
'e.azāz',3
dāmādī,3
bahlā.egī,3
mohmalāt,3
Dāk,3
rokūñgā,3
kuḌhāyā,3
buddhū,3
shāḳhsāne,3
rāġhib,3
'liyāqat',3
qāmūs,3
'jāzil',3
pahuñchoge,3
mātūb,3
abrak,3
joshīle,3
bāzyāb,3
barbādoñ,3
at,3
raulā,3
jhulsā.e,3
daraḳhtān,3
bandhanoñ,3
pārTī,3
mājare,3
nasībiyāñ,3
arjun,3
iḳhrājāt,3
zukām,3
nāp,3
muta.ayyan,3
"kahāñ,",3
upkār,3
mā.igī,3
jhilmilāyā,3
mehar,3
ījādoñ,3
iltifātī,3
karāhe,3
ḳhugar,3
lāh,3
dasti,3
bhaTkātā,3
'komal',3
rūhāniyat,3
chhalbal,3
pyāliyoñ,3
DanDī,3
ḳhatarnākī,3
bāvlī,3
bunde,3
sa.iid,3
marīzāna,3
rulī,3
savāneh,3
jaddā.ī,3
ḳhusūsiyat,3
luTā.egā,3
qavām,3
sochnī,3
halākū,3
ThiTakte,3
tultā,3
āvatī,3
khelegā,3
tāreñ,3
ubhārnā,3
shikastā,3
nabuvvat,3
phāḌte,3
maiḳhāna,3
taba.ī,3
ThiTholī,3
ākās,3
TaTolī,3
mīlād,3
gaaḌo,3
tanhā.i,3
muDbheḌ,3
nākārā,3
bāñTo,3
bichhaḌeñge,3
manā.iye,3
saTpaTā,3
chashmāñ,3
masḳhara,3
nath,3
nirās,3
rumāloñ,3
jhelam,3
'santosh',3
sozi,3
tal,3
kāhe,3
mohibbāñ,3
'shāziya',3
jura,3
suñghā.ī,3
idrīs,3
āsānoñ,3
toshak,3
phāñde,3
andāmī,3
baḌhā.īñ,3
puus,3
muqāmir,3
shabbīrī,3
rokeñgi,3
kamīnī,3
tarzeñ,3
khiñchvā,3
ehtizār,3
jismānī,3
khajūreñ,3
suḳhanoñ,3
bhaḌkātī,3
barañg,3
sudhārī,3
sāliyāñ,3
yāhū,3
noche,3
shāmī,3
ruumī,3
īshvar,3
hatkaḌī,3
muzmir,3
'muqaddas',3
zāriyoñ,3
sulah,3
khāñs,3
tāvāñ,3
uksāne,3
mashraboñ,3
'amīn,3
zebinda,3
āzādoñ,3
panjum,3
shudagāñ,3
burhān,3
farmūda,3
nazdīkiyāñ,3
tafakkurāt,3
manñe,3
ḳhudāyān,3
nikāltī,3
chabānā,3
sūjh,3
buqrāt,3
sā.iloñ,3
mushtāqī,3
la.ab,3
taaḌā,3
kāra,3
samayñ,3
chhiḌaktī,3
kalīmī,3
ḳhānqahī,3
nikhāro,3
karāna,3
faulādī,3
yazdān,3
'sikandar',3
nāgoñ,3
faurī,3
building,3
hilore,3
'sukūn',3
pheñkeñ,3
asāse,3
ḳhane,3
zunnārī,3
maslihat,3
yasrib,3
qasā.ī,3
sartābī,3
arzish,3
īrāñ,3
rustā,3
asbābī,3
rūedād,3
chillāne,3
pasliyāñ,3
'ḳhayālī',3
rachāne,3
taapā,3
lambā.ī,3
rañjūrī,3
sarod,3
rūbāhī,3
karātī,3
sho.aba,3
zail,3
siyāhkāroñ,3
mushā.eron,3
namkīñ,3
gungunā.egī,3
mary,3
baḌhā.ūñgā,3
marja,3
ād,3
daqīq,3
chhā.eñge,3
dubke,3
kamā.egā,3
labān,3
zū,3
kalejoñ,3
bhabūt,3
sañbhālūñgā,3
ragḌā,3
ḳheshtan,3
badbū,3
hazīn,3
qaran,3
bangāla,3
Thahariye,3
yalġhāroñ,3
khankā,3
dhukdhukī,3
behtarīñ,3
hanzal,3
ghūñgat,3
maleñge,3
burhānī,3
jhang,3
'shabī',3
sañjo,3
maḳhlūt,3
rakhīñ,3
havasāñ,3
tatārī,3
bichhā.ī,3
miirī,3
khasūT,3
navāhī,3
manzila,3
turkāna,3
farāt,3
iqtidār,3
rūpaya,3
lifāfoñ,3
rukīñ,3
gajroñ,3
bosā,3
column,3
murtasim,3
nikāsī,3
ḳhasā.il,3
agī,3
kuhistāñ,3
ghulnā,3
pairvi,3
bargasht,3
campus,3
pahannā,3
saḌ,3
khīñchnī,3
dopahr,3
rakāb,3
uktā.ī,3
ammā,3
tazvīr,3
zarūriyāt,3
appeal,3
karbalāoñ,3
katartī,3
sāleh,3
jahāñgīrī,3
tartīl,3
shāhanshāh,3
phāḌne,3
mufassir,3
ramāne,3
DabDabātī,3
mārīñ,3
nochne,3
kuudā,3
phalūñ,3
niystāñ,3
tuleñ,3
bahlol,3
lāhī,3
joshan,3
piise,3
narmiyoñ,3
phāñsiyāñ,3
madarsa,3
usmānī,3
funūn,3
tadbīroñ,3
ġhavvāsī,3
māyūsoñ,3
daġhā.eñ,3
jhamakkā,3
pānoñ,3
yārānā,3
paTThā,3
chauñko,3
fillāh,3
itrā.iye,3
sāñvalā,3
jhaTakne,3
barfīlā,3
shumālī,3
istiḳhārā,3
ghisā,3
murġhe,3
laffāz,3
jhakā.eñge,3
ārifoñ,3
tulne,3
kiisa,3
iraq,3
ja.al,3
dastāvez,3
mulūkāna,3
chalā.ūñ,3
dhanda,3
mardāngī,3
banvā.e,3
Dam,3
qattāla,3
haftād,3
gudgudā.e,3
muzāhimat,3
rāhzanoñ,3
taba.a,3
jūtiyoñ,3
jānūñgā,3
mahkeñge,3
saqāfat,3
taqtī.a,3
salāheñ,3
rīchh,3
asiil,3
qabz,3
avvalīn,3
bikhrā.ī,3
gadāgaroñ,3
bhairavī,3
rañgūn,3
"shahar,",3
fīsad,3
uyūb,3
jalsoñ,3
harīsoñ,3
hamrā,3
chākoñ,3
jhapkegī,3
jhoñkī,3
vaham,3
qaisarī,3
iāñat,3
chuā,3
vāreñ,3
tabaoñ,3
paisā,3
shauharoñ,3
tabaḳhtūr,3
kabīda,3
khūñTiyoñ,3
saireñ,3
aiñTh,3
lutfiyāñ,3
ḳhamiyāza,3
'āshā',3
tolnā,3
Dasnā,3
bañdhīñ,3
barteñ,3
boot,3
shādyāne,3
kasnā,3
muġhā.irat,3
faislā,3
'īraj',3
za.īfa,3
vāfar,3
muqaddame,3
hindavī,3
aḌaa.ī,3
adliya,3
alakh,3
hīr,3
chhaptī,3
mazāreñ,3
munāfarat,3
khaTā.ī,3
adheḌ,3
pinDlī,3
dhāñdlī,3
kumbe,3
lalchā.e,3
'zahra',3
gā.eñge,3
ugā.eñ,3
bulā.egī,3
hirfat,3
gap,3
mizājo,3
ujyārā,3
chūsī,3
jāsūsī,3
"safar,",3
teacher,3
tanqīs,3
"aa.e,",3
bhāñg,3
tā.ūn,3
pasīnoñ,3
kachhve,3
bamoñ,3
ginātā,3
bod,3
khaTpaT,3
terah,3
megh,3
dāvarī,3
sabāhateñ,3
policy,3
soḳhtagāñ,3
muhtasib,3
sulgāne,3
ḳhoshoñ,3
bhaTkāne,3
zebā.isheñ,3
phūñktī,3
ḳhoroñ,3
sogvārāñ,3
pāvan,3
ezārāñ,3
mamlū,3
dādī,3
sairābi,3
piro.egā,3
amla,3
chimniyāñ,3
'parkāsh',3
bikasne,3
chhilā,3
ātiash,3
Thaar,3
khaañ,3
nāyāft,3
khelūñ,3
"rañj,",3
rijhā.eñ,3
naujavāniyāñ,3
darīdgī,3
ronī,3
shanāvaroñ,3
juue,3
shāb,3
chaTḳhe,3
charan,3
chhanaktī,3
kaTāo,3
qanā.atoñ,3
ta.attul,3
jhūlne,3
tajā,3
ma.arakoñ,3
'za.īm',3
athā,3
manohar,3
sheher,3
turshī,3
ujḌīñ,3
tarfain,3
rañgrez,3
pallā,3
bitāte,3
sulajhnā,3
ral,3
zira,3
dhoiye,3
haivānoñ,3
Talnā,3
Duboiye,3
parjā,3
raubāb,3
'muslim',3
phailā.iyegā,3
teyorā,3
'arīb',3
parchī,3
bāg,3
raġhbatoñ,3
piste,3
sabīleñ,3
baho,3
kārsāzī,3
muḌtā,3
zavāhir,3
kuuḌe,3
māriyāñ,3
juuhī,3
hoshiyāñ,3
ikahrā,3
ruq.a,3
jhamkā,3
dījegā,3
chhupeñgī,3
'partav',3
hāmī,3
rulā.ūñ,3
farāmushī,3
lahlahānā,3
rulte,3
chauñkte,3
tāloñ,3
jueñ,3
ḳhasān,3
nashīm,3
karā.e,3
shugūñ,3
alvidā,3
sarmastiyoñ,3
asvāt,3
alālat,3
tujhko,3
fikrī,3
ḳhalīlullāh,3
chole,3
ḳhilāfiyoñ,3
Thahrāte,3
Dāroñ,3
sīḳh,3
asad,3
guzishtā,3
rolī,3
jamal,3
tāzā,3
nādānoñ,3
kārnāme,3
jhaTakte,3
bazāñ,3
manādir,3
biibī,3
ārize,3
ummīdvāriyāñ,3
gurisna,3
sāmān.ī,3
parvīn,3
jhalne,3
bhaTkegā,3
rasā.il,3
riyāzī,3
khileñgī,3
yāqūtī,3
samīñ,3
musāhiboñ,3
machchhar,3
simTūñ,3
makāfāt,3
niich,3
afvāhoñ,3
pāñchvīñ,3
irādī,3
batañgaḌ,3
khodne,3
nithre,3
figan,3
ghūñgaT,3
raftanī,3
sajā.iye,3
suthre,3
guzāregā,3
nidān,3
murġhī,3
tosan,3
so.oge,3
sañjāf,3
doḳhta,3
bhejoge,3
mau.ūda,3
khaTkhaTāne,3
qāsh,3
khabar,3
rauñdtī,3
shanā,3
balāġh,3
unqā,3
dikhāveñ,3
raaġh,3
mubāraz,3
laToñ,3
gustarī,3
asadullāh,3
bālakā,3
kullī,3
huqqa,3
totoñ,3
koḌoñ,3
hamrahī,3
hol,3
bove,3
tuḌe,3
Tahalne,3
kajāva,3
ta.aam,3
hāshā,3
chhātiyoñ,3
tarashshoh,3
navīs,3
paḌhāo,3
sahnī,3
shikastan,3
mīzāb,3
sīñchtā,3
ghise,3
allahabad,3
chañge,3
gahoñ,3
favvārā,3
lekar,3
lakhnavī,3
mabdā,3
ajantā,3
ublā,3
navardiyoñ,3
sachchoñ,3
chaltoñ,3
pahl,3
najūmiyoñ,3
samjhā.egī,3
suljhāv,3
ta.aziya,3
...apne,3
ra.ī.yat,3
piTārā,3
tābāna,3
san.āñ,3
suljhā.eñge,3
zindagiyāñ,3
qudūm,3
khapā.e,3
tarsegī,3
maulānā,3
pahchānoñ,3
fauqiyat,3
dīdan,3
'ḳhāqānī',3
dilbarān,3
tanzīh,3
mushāhidāt,3
chūstā,3
'siprā',3
sharā.it,3
muzd,3
barātī,3
māniyāñ,3
chhinā,3
qahar,3
ambāroñ,3
poñchhte,3
aqvāl,3
hilā.ūñ,3
ḳhummar,3
kapkapāte,3
lauhoñ,3
munāfe,3
khichī,3
baghole,3
manār,3
baah,3
rukHsār,3
pañkhoñ,3
hasūd,3
kūḌe,3
lubb,3
kunad,3
giraftoñ,3
aziiñ,3
lubāb,3
falītā,3
rehearsal,3
piiTe,3
mahālāt,3
grihastī,3
afganoñ,3
ubhāroñ,3
chhaTtā,3
arthiyāñ,3
yahūdī,3
reshoñ,3
talazzuz,3
hatmī,3
ashrār,3
karāchī,3
'turfa',3
hasratā,3
"zindagī,",3
maqhūr,3
chhakāyā,3
mat.ūn,3
pheñkīñ,3
'ovaisī',3
karkaT,3
hisn,3
ravo,3
"mai,",3
mantiqī,3
pāyaloñ,3
katthā,3
ummīdo,3
nazā.a,3
āfrīn,3
panapnā,3
thāne,3
abraq,3
taf,3
'musāfir',3
'āshnā',3
chakhī,3
gustāḳhāna,3
val,3
birāje,3
ḳhveshī,3
bajā.ī,3
saral,3
dhamkātī,3
bastoñ,3
lutma,3
'tufail',3
gāmiyoñ,3
zulaiḳhā,3
saili,3
guzīn,3
ghumātā,3
ḳhattāt,3
hurmatī,3
darmiyāna,3
sāhilī,3
thāmeñ,3
gāñdhī,3
mā.ida,3
chāTiye,3
phañseñ,3
mistar,3
biTiyā,3
bhāgeñge,3
"rahe,",3
daḳhīl,3
phurtiyāñ,3
to.ama,3
tahakkum,3
lukka,3
"raat,",3
fā.elun,3
rākh,3
kalā.iyāñ,3
jhanak,3
sargarmī,3
qātilāñ,3
asvār,3
majlisī,3
chambarī,3
jol,3
iḳhtitāmī,3
"batā,",3
sārañgī,3
vaam,3
DhūñDūñgā,3
parkhegā,3
pochheñge,3
dikhī,3
jaulān,3
baTvārā,3
shobhā,3
rabti,3
jumbisheñ,3
shuā.a,3
vahshi,3
Tone,3
amrohe,3
ganjifa,3
ajrak,3
chimniyoñ,3
khulvā,3
gaaḌā,3
husūd,3
bichhānī,3
dariyā.ī,3
'aiman',3
chalat,3
baañg,3
taḳhlīqāt,3
kushā.iyāñ,3
difā.a,3
himāyatoñ,3
diqqateñ,3
mushā.ire,3
neshkar,3
bholpan,3
baak,3
dho.eñ,3
pake,3
qurāñ,3
paḌhā.e,3
nāptī,3
bhauñrā,3
biloñ,3
Dagmagātā,3
ta.amīrī,3
manāra,3
ratl,3
hashm,3
siroñ,3
jalāve,3
aagah,3
khud,3
mahām,3
pharere,3
banām,3
qadīmāna,3
dilāvarī,3
jamāte,3
justuju,3
jaap,3
jaulāniyoñ,3
uThā.iyo,3
pathroñ,3
kumhlāne,3
bhagā,3
'ahyā',3
bauchhāreñ,3
sabzagī,3
kaaḌh,3
nālain,3
ġhalatiyoñ,3
aañk,3
infirādī,3
luaab,3
bazla,3
bāqiyāt,3
maatā,3
mo.arriḳhoñ,3
shiq,3
madārā,3
uqāboñ,3
kanāra,3
nizāmat,3
'afshāñ,3
guzāroge,3
Tahaltī,3
lantarānī,3
kafanī,3
sāntā,3
shāhāñ,3
Thāntā,3
niiz,3
poshīdgī,3
amānī,3
mehshar,3
ukhāḌā,3
Dho.e,3
mab.has,3
javāniyoñ,3
'afsos',3
jāhī,3
haTīle,3
bulandi,3
chiḌhātā,3
chahkāreñ,3
khaliyānoñ,3
jhok,3
qamīz,3
gursana,3
pāñchvāñ,3
sukhātī,3
dhulte,3
chhinī,3
musavviroñ,3
gaay,3
dumbāl,3
laḌūñ,3
sañvārūñ,3
Dhānī,3
qāne,3
banaa,3
majlisoñ,3
jvār,3
KHud,3
dhammāl,3
dahlīzeñ,3
barjastagī,3
hot,3
rahogī,3
najābat,3
qulūb,3
mujtanib,3
vaisoñ,3
qāsim,3
champat,3
ḳharq,3
sharāro,3
ikke,3
hirdai,3
Daaku,3
shorīdgān,3
shu.ūroñ,3
rākhūñ,3
jheñptī,3
sabuktagīn,3
dohrā.egī,3
ur,3
kārinda,3
luTā.eñ,3
malā.ik,3
chhatiyāñ,3
ġhalāzat,3
banāveñ,3
sāḳht,3
fatīle,3
ugā.egī,3
ġhilāfī,3
yasār,3
tamāniyyat,3
bahegī,3
talāshiyāñ,3
chaukannā,3
pālanhār,3
jhāñkegī,3
ḳhākam,3
ḳhalvatī,3
patvāroñ,3
shafā,3
shāḳhcha,3
sahlāyā,3
gundh,3
tishnigān,3
suljhāo,3
gumnāmiyoñ,3
abhāgan,3
ThiThurne,3
vāzhūñ,3
chatr,3
kajlā.e,3
āchānak,3
phaileñge,3
saraknā,3
maġhzoñ,3
vāsif,3
noshiyāñ,3
chambeliyoñ,3
mujāvirān,3
fāñseñ,3
dikhlāve,3
jazar,3
aksoñ,3
munne,3
aaogī,3
sarāhe,3
talḳhāb,3
sādir,3
nikalvā.e,3
nag,3
shīrīn,3
aTke,3
girdā,3
niyat,3
nirt,3
chillātī,3
kāmanī,3
hifāzatoñ,3
shikasteñ,3
vāfir,3
nīlāmī,3
banvāyā,3
dikheñge,3
'ambar',3
shimla,3
haTelā,3
khoñT,3
nāqidoñ,3
tāl.e,3
lahñgā,3
raftgān,3
āvezāñ,3
joḌo,3
vishāl,3
manchalā,3
shorāb,3
petrol,3
bhejīñ,3
gidh,3
siltā,3
tāhir,3
karā.egā,3
mubāhisoñ,3
dāḳhlī,3
balvā,3
jhanjhanā,3
sāzishī,3
bag,3
lapToñ,3
matl,3
kaa!,3
sud,3
chhak,3
ījāb,3
mimber,3
hijje,3
mukarram,3
fatādgī,3
pītā'',3
kavā.if,3
pochhne,3
firāqe,3
raTe,3
Dālnī,3
chhupo,3
ThaThurtī,3
thū,3
masnadeñ,3
chiḌātī,3
chillāyā,3
gungunā.uñgā,3
usūlan,3
bahkeñ,3
chuhā,3
shiv,3
yāsīn,3
gulchīn,3
manzūrī,3
shādābi,3
bañgle,3
jatāoñ,3
battīs,3
phuvāreñ,3
mahaloñ,3
'nādim',3
musallah,3
dūlhan,3
"manzar,",3
haraf,3
ravāyāt,3
kāhisheñ,3
phabā,3
'adhar',3
saql,3
'niyāzī',3
fuzūlī,3
muāshare,3
dhaḌkegā,3
tafañg,3
phaag,3
burāda,3
sharf,3
ziyādā,3
jatā.egā,3
shumāriyoñ,3
bārak,3
machheroñ,3
deviyoñ,3
uujaḌ,3
andeshiyāñ,3
taḌpānā,3
jhiñjhoḌte,3
zīnateñ,3
chhupā.egī,3
koso,3
pheñktī,3
hunaroñ,3
matle.a,3
nahno,3
degrē,3
parīdañ,3
lauTegī,3
jiito,3
milā.īñ,3
anāniyat,3
bayāniyoñ,3
Tāliye,3
bulāoge,3
ehsānāt,3
tayyāre,3
uktāhaTeñ,3
tarka,3
ehtarām,3
pāsbānān,3
kuufī,3
koThī,3
"duur,",3
udhāre,3
Time,3
"vāle,",3
mezbānoñ,3
maurid,3
Thahāke,3
makkāroñ,3
dosto!,3
vaqūfī,3
churā.eñ,3
haTā.iye,3
margī,3
ḳharābiyoñ,3
imtidād,3
ḳhalvati,3
suniyegā,3
tītarī,3
kahlāoge,3
chhiddā,3
maryamī,3
shāḳhsār,3
ġhufrāñ,3
ta.arruz,3
roliye,3
'zohaib',3
ehtizāz,3
nihādoñ,3
aḳhtar',3
naqīboñ,3
luTā.ūñ,3
zaayā,3
ḳhaufī,3
thartharā.ī,3
loriyoñ,3
naua,3
tiflagī,3
nihatthā,3
sapārī,3
basā.egā,3
joḌtī,3
gavāhiyoñ,3
chukā.ūñ,3
thūkne,3
tā.ūsī,3
charāgī,3
risālā,3
arbab,3
karāhtī,3
jiyālā,3
'alaḳh',3
gūñjegī,3
sūne,3
muskā,3
peñch,3
paTaḳhtī,3
uryāniyāñ,3
ruashnī,3
mashriqoñ,3
kāḌhe,3
darāzoñ,3
'pankaj',3
'ovais',3
lā.īñ,3
gujrāt,3
shāneñ,3
parvāzeñ,3
the!,3
ThāTheñ,3
nikleñgī,3
DhūñDhī,3
āshkāra,3
astaġhfirullāh,3
taba,3
dozaḳhoñ,3
ātashīñ,3
ghūro,3
jhaḌtā,3
luñDhāo,3
bhaḌaknā,3
ummatoñ,3
mālā.eñ,3
masīhā.iyoñ,3
nārasā,3
surañgoñ,3
qaa.id,3
'āsifa',3
samor,3
tapan,3
mafrūza,3
tūtiyoñ,3
rahmiyoñ,3
kanjūs,3
chaukor,3
hilā.eñ,3
"ḳhabar,",3
bigāḌoñ,3
āThvīñ,3
pañja,3
oḌheñ,3
darā.ī,3
tolī,3
laagū,3
e'tidāliyoñ,3
dastgāh,3
samā.eñ,3
niyāziyāñ,3
saala,3
ḳhudāo,3
salātīn,3
bas!,3
naf.i,3
paiñtare,3
ḳhāmshī,3
basrī,3
mahan,3
harz,3
sarḳhīl,3
'ānas',3
ugegī,3
azīmat,3
zanhār,3
chahiye,3
dekh!,3
aurād,3
madhūban,3
muhsinoñ,3
dauḌo,3
ThiThar,3
uchhāltī,3
sā.ato,3
'ash.ar',3
tarīqoñ,3
sāñso,3
suvar,3
taubā,3
farīze,3
abroñ,3
kunDlī,3
nārāzī,3
tabī.ateñ,3
kii?,3
chūlhoñ,3
haveliyāñ,3
mizājiyoñ,3
sajegā,3
farāḳhī,3
pazīrī,3
daldalī,3
zardiyoñ,3
irādā,3
jhuTlāoge,3
ten.shan,3
nizhādoñ,3
mazbūh,3
jāñkāh,3
maqta,3
baḳhshishoñ,3
kāTo.ge,3
bujhūñgā,3
samotā,3
etimād,3
sharmāoge,3
nīsāñ,3
yāva,3
chhupūñ,3
manDiyoñ,3
sohrāb,3
rasīlā,3
shā.er!,3
pane,3
pīlā,3
tāqateñ,3
thapeḌā,3
shanāso,3
urf,3
kaḌiyoñ,3
nufūs,3
pasāreñ,3
science,3
vāraftagān,3
abdāl,3
nisā.ī,3
